group	x	y
126	-1.5	30.05
126	-1.95	30.5
127	-1.95	31.5
127	-1.5	31.95
127	-1.05	31.5
127	-1.5	31.05
127	-1.95	31.5
128	-1.95	32.5
128	-1.5	32.95
128	-1.05	32.5
128	-1.5	32.05
128	-1.95	32.5
129	-1.95	33.5
129	-1.5	33.95
129	-1.05	33.5
129	-1.5	33.05
129	-1.95	33.5
130	-1.95	34.5
130	-1.5	34.95
130	-1.05	34.5
130	-1.5	34.05
130	-1.95	34.5
131	-1.95	35.5
131	-1.5	35.95
131	-1.05	35.5
131	-1.5	35.05
131	-1.95	35.5
132	-1.95	36.5
132	-1.5	36.95
132	-1.05	36.5
132	-1.5	36.05
132	-1.95	36.5
133	-1.95	37.5
133	-1.5	37.95
133	-1.05	37.5
133	-1.5	37.05
133	-1.95	37.5
134	-1.95	38.5
134	-1.5	38.95
134	-1.05	38.5
134	-1.5	38.05
134	-1.95	38.5
135	-1.95	39.5
135	-1.5	39.95
135	-1.05	39.5
135	-1.5	39.05
135	-1.95	39.5
136	-1.95	4.5
136	-1.5	4.95
136	-1.05	4.5
136	-1.5	4.05
136	-1.95	4.5
137	-1.95	40.5
137	-1.5	40.95
137	-1.05	40.5
137	-1.5	40.05
137	-1.95	40.5
138	-1.95	41.5
138	-1.5	41.95
138	-1.05	41.5
138	-1.5	41.05
138	-1.95	41.5
139	-1.95	42.5
139	-1.5	42.95
139	-1.05	42.5
139	-1.5	42.05
139	-1.95	42.5
140	-1.95	43.5
140	-1.5	43.95
140	-1.05	43.5
140	-1.5	43.05
140	-1.95	43.5
141	-1.95	44.5
141	-1.5	44.95
141	-1.05	44.5
141	-1.5	44.05
141	-1.95	44.5
142	-1.95	45.5
142	-1.5	45.95
142	-1.05	45.5
142	-1.5	45.05
142	-1.95	45.5
143	-1.95	46.5
143	-1.5	46.95
143	-1.05	46.5
143	-1.5	46.05
143	-1.95	46.5
144	-1.95	47.5
144	-1.5	47.95
144	-1.05	47.5
144	-1.5	47.05
144	-1.95	47.5
145	-1.95	48.5
145	-1.5	48.95
145	-1.05	48.5
145	-1.5	48.05
145	-1.95	48.5
146	-1.95	5.5
146	-1.5	5.95
146	-1.05	5.5
146	-1.5	5.05
146	-1.95	5.5
147	-1.95	6.5
147	-1.5	6.95
147	-1.05	6.5
147	-1.5	6.05
147	-1.95	6.5
148	-1.95	7.5
148	-1.5	7.95
148	-1.05	7.5
148	-1.5	7.05
148	-1.95	7.5
149	-1.95	8.5
149	-1.5	8.95
149	-1.05	8.5
149	-1.5	8.05
149	-1.95	8.5
150	-1.95	9.5
150	-1.5	9.95
150	-1.05	9.5
150	-1.5	9.05
150	-1.95	9.5
151	-10.45	0
151	-10	0.45
151	-9.55	0
151	-10	-0.45
151	-10.45	0
152	-10.45	1
152	-10	1.45
152	-9.55	1
152	-10	0.55
152	-10.45	1
153	-10.45	10
153	-10	10.45
153	-9.55	10
153	-10	9.55
153	-10.45	10
154	-10.45	11
154	-10	11.45
154	-9.55	11
154	-10	10.55
154	-10.45	11
155	-10.45	12
155	-10	12.45
155	-9.55	12
155	-10	11.55
155	-10.45	12
156	-10.45	13
156	-10	13.45
156	-9.55	13
156	-10	12.55
156	-10.45	13
157	-10.45	14
157	-10	14.45
157	-9.55	14
157	-10	13.55
157	-10.45	14
158	-10.45	15
158	-10	15.45
158	-9.55	15
158	-10	14.55
158	-10.45	15
159	-10.45	16
159	-10	16.45
159	-9.55	16
159	-10	15.55
159	-10.45	16
160	-10.45	17
160	-10	17.45
160	-9.55	17
160	-10	16.55
160	-10.45	17
161	-10.45	18
161	-10	18.45
161	-9.55	18
161	-10	17.55
161	-10.45	18
162	-10.45	19
162	-10	19.45
162	-9.55	19
162	-10	18.55
162	-10.45	19
163	-10.45	2
163	-10	2.45
163	-9.55	2
163	-10	1.55
163	-10.45	2
164	-10.45	20
164	-10	20.45
164	-9.55	20
164	-10	19.55
164	-10.45	20
165	-10.45	21
165	-10	21.45
165	-9.55	21
165	-10	20.55
165	-10.45	21
166	-10.45	22
166	-10	22.45
166	-9.55	22
166	-10	21.55
166	-10.45	22
167	-10.45	23
167	-10	23.45
167	-9.55	23
167	-10	22.55
167	-10.45	23
168	-10.45	24
168	-10	24.45
168	-9.55	24
168	-10	23.55
168	-10.45	24
169	-10.45	25
169	-10	25.45
169	-9.55	25
169	-10	24.55
169	-10.45	25
170	-10.45	26
170	-10	26.45
170	-9.55	26
170	-10	25.55
170	-10.45	26
171	-10.45	27
171	-10	27.45
171	-9.55	27
171	-10	26.55
171	-10.45	27
172	-10.45	28
172	-10	28.45
172	-9.55	28
172	-10	27.55
172	-10.45	28
173	-10.45	29
173	-10	29.45
173	-9.55	29
173	-10	28.55
173	-10.45	29
174	-10.45	3
174	-10	3.45
174	-9.55	3
174	-10	2.55
174	-10.45	3
175	-10.45	30
175	-10	30.45
175	-9.55	30
175	-10	29.55
175	-10.45	30
176	-10.45	31
176	-10	31.45
176	-9.55	31
176	-10	30.55
176	-10.45	31
177	-10.45	32
177	-10	32.45
177	-9.55	32
177	-10	31.55
177	-10.45	32
178	-10.45	33
178	-10	33.45
178	-9.55	33
178	-10	32.55
178	-10.45	33
179	-10.45	34
179	-10	34.45
179	-9.55	34
179	-10	33.55
179	-10.45	34
180	-10.45	35
180	-10	35.45
180	-9.55	35
180	-10	34.55
180	-10.45	35
181	-10.45	36
181	-10	36.45
181	-9.55	36
181	-10	35.55
181	-10.45	36
182	-10.45	37
182	-10	37.45
182	-9.55	37
182	-10	36.55
182	-10.45	37
183	-10.45	38
183	-10	38.45
183	-9.55	38
183	-10	37.55
183	-10.45	38
184	-10.45	39
184	-10	39.45
184	-9.55	39
184	-10	38.55
184	-10.45	39
185	-10.45	4
185	-10	4.45
185	-9.55	4
185	-10	3.55
185	-10.45	4
186	-10.45	40
186	-10	40.45
186	-9.55	40
186	-10	39.55
186	-10.45	40
187	-10.45	41
187	-10	41.45
187	-9.55	41
187	-10	40.55
187	-10.45	41
188	-10.45	42
188	-10	42.45
188	-9.55	42
188	-10	41.55
188	-10.45	42
189	-10.45	43
189	-10	43.45
189	-9.55	43
189	-10	42.55
189	-10.45	43
190	-10.45	44
190	-10	44.45
190	-9.55	44
190	-10	43.55
190	-10.45	44
191	-10.45	45
191	-10	45.45
191	-9.55	45
191	-10	44.55
191	-10.45	45
192	-10.45	46
192	-10	46.45
192	-9.55	46
192	-10	45.55
192	-10.45	46
193	-10.45	47
193	-10	47.45
193	-9.55	47
193	-10	46.55
193	-10.45	47
194	-10.45	48
194	-10	48.45
194	-9.55	48
194	-10	47.55
194	-10.45	48
195	-10.45	49
195	-10	49.45
195	-9.55	49
195	-10	48.55
195	-10.45	49
196	-10.45	5
196	-10	5.45
196	-9.55	5
196	-10	4.55
196	-10.45	5
197	-10.45	6
197	-10	6.45
197	-9.55	6
197	-10	5.55
197	-10.45	6
198	-10.45	7
198	-10	7.45
198	-9.55	7
198	-10	6.55
198	-10.45	7
199	-10.45	8
199	-10	8.45
199	-9.55	8
199	-10	7.55
199	-10.45	8
200	-10.45	9
200	-10	9.45
200	-9.55	9
200	-10	8.55
200	-10.45	9
201	-10.95	-0.5
201	-10.5	-0.05
201	-10.05	-0.5
201	-10.5	-0.95
201	-10.95	-0.5
202	-10.95	0.5
202	-10.5	0.95
202	-10.05	0.5
202	-10.5	0.05
202	-10.95	0.5
203	-10.95	1.5
203	-10.5	1.95
203	-10.05	1.5
203	-10.5	1.05
203	-10.95	1.5
204	-10.95	10.5
204	-10.5	10.95
204	-10.05	10.5
204	-10.5	10.05
204	-10.95	10.5
205	-10.95	11.5
205	-10.5	11.95
205	-10.05	11.5
205	-10.5	11.05
205	-10.95	11.5
206	-10.95	12.5
206	-10.5	12.95
206	-10.05	12.5
206	-10.5	12.05
206	-10.95	12.5
207	-10.95	13.5
207	-10.5	13.95
207	-10.05	13.5
207	-10.5	13.05
207	-10.95	13.5
208	-10.95	14.5
208	-10.5	14.95
208	-10.05	14.5
208	-10.5	14.05
208	-10.95	14.5
209	-10.95	15.5
209	-10.5	15.95
209	-10.05	15.5
209	-10.5	15.05
209	-10.95	15.5
210	-10.95	16.5
210	-10.5	16.95
210	-10.05	16.5
210	-10.5	16.05
210	-10.95	16.5
211	-10.95	17.5
211	-10.5	17.95
211	-10.05	17.5
211	-10.5	17.05
211	-10.95	17.5
212	-10.95	18.5
212	-10.5	18.95
212	-10.05	18.5
212	-10.5	18.05
212	-10.95	18.5
213	-10.95	19.5
213	-10.5	19.95
213	-10.05	19.5
213	-10.5	19.05
213	-10.95	19.5
214	-10.95	2.5
214	-10.5	2.95
214	-10.05	2.5
214	-10.5	2.05
214	-10.95	2.5
215	-10.95	20.5
215	-10.5	20.95
215	-10.05	20.5
215	-10.5	20.05
215	-10.95	20.5
216	-10.95	21.5
216	-10.5	21.95
216	-10.05	21.5
216	-10.5	21.05
216	-10.95	21.5
217	-10.95	22.5
217	-10.5	22.95
217	-10.05	22.5
217	-10.5	22.05
217	-10.95	22.5
218	-10.95	23.5
218	-10.5	23.95
218	-10.05	23.5
218	-10.5	23.05
218	-10.95	23.5
219	-10.95	24.5
219	-10.5	24.95
219	-10.05	24.5
219	-10.5	24.05
219	-10.95	24.5
220	-10.95	25.5
220	-10.5	25.95
220	-10.05	25.5
220	-10.5	25.05
220	-10.95	25.5
221	-10.95	26.5
221	-10.5	26.95
221	-10.05	26.5
221	-10.5	26.05
221	-10.95	26.5
222	-10.95	27.5
222	-10.5	27.95
222	-10.05	27.5
222	-10.5	27.05
222	-10.95	27.5
223	-10.95	28.5
223	-10.5	28.95
223	-10.05	28.5
223	-10.5	28.05
223	-10.95	28.5
224	-10.95	29.5
224	-10.5	29.95
224	-10.05	29.5
224	-10.5	29.05
224	-10.95	29.5
225	-10.95	3.5
225	-10.5	3.95
225	-10.05	3.5
225	-10.5	3.05
225	-10.95	3.5
226	-10.95	30.5
226	-10.5	30.95
226	-10.05	30.5
226	-10.5	30.05
226	-10.95	30.5
227	-10.95	31.5
227	-10.5	31.95
227	-10.05	31.5
227	-10.5	31.05
227	-10.95	31.5
228	-10.95	32.5
228	-10.5	32.95
228	-10.05	32.5
228	-10.5	32.05
228	-10.95	32.5
229	-10.95	33.5
229	-10.5	33.95
229	-10.05	33.5
229	-10.5	33.05
229	-10.95	33.5
230	-10.95	34.5
230	-10.5	34.95
230	-10.05	34.5
230	-10.5	34.05
230	-10.95	34.5
231	-10.95	35.5
231	-10.5	35.95
231	-10.05	35.5
231	-10.5	35.05
231	-10.95	35.5
232	-10.95	36.5
232	-10.5	36.95
232	-10.05	36.5
232	-10.5	36.05
232	-10.95	36.5
233	-10.95	37.5
233	-10.5	37.95
233	-10.05	37.5
233	-10.5	37.05
233	-10.95	37.5
234	-10.95	38.5
234	-10.5	38.95
234	-10.05	38.5
234	-10.5	38.05
234	-10.95	38.5
235	-10.95	39.5
235	-10.5	39.95
235	-10.05	39.5
235	-10.5	39.05
235	-10.95	39.5
236	-10.95	4.5
236	-10.5	4.95
236	-10.05	4.5
236	-10.5	4.05
236	-10.95	4.5
237	-10.95	40.5
237	-10.5	40.95
237	-10.05	40.5
237	-10.5	40.05
237	-10.95	40.5
238	-10.95	41.5
238	-10.5	41.95
238	-10.05	41.5
238	-10.5	41.05
238	-10.95	41.5
239	-10.95	42.5
239	-10.5	42.95
239	-10.05	42.5
239	-10.5	42.05
239	-10.95	42.5
240	-10.95	43.5
240	-10.5	43.95
240	-10.05	43.5
240	-10.5	43.05
240	-10.95	43.5
241	-10.95	44.5
241	-10.5	44.95
241	-10.05	44.5
241	-10.5	44.05
241	-10.95	44.5
242	-10.95	45.5
242	-10.5	45.95
242	-10.05	45.5
242	-10.5	45.05
242	-10.95	45.5
243	-10.95	46.5
243	-10.5	46.95
243	-10.05	46.5
243	-10.5	46.05
243	-10.95	46.5
244	-10.95	47.5
244	-10.5	47.95
244	-10.05	47.5
244	-10.5	47.05
244	-10.95	47.5
245	-10.95	48.5
245	-10.5	48.95
245	-10.05	48.5
245	-10.5	48.05
245	-10.95	48.5
246	-10.95	5.5
246	-10.5	5.95
246	-10.05	5.5
246	-10.5	5.05
246	-10.95	5.5
247	-10.95	6.5
247	-10.5	6.95
247	-10.05	6.5
247	-10.5	6.05
247	-10.95	6.5
248	-10.95	7.5
248	-10.5	7.95
248	-10.05	7.5
248	-10.5	7.05
248	-10.95	7.5
249	-10.95	8.5
249	-10.5	8.95
249	-10.05	8.5
249	-10.5	8.05
249	-10.95	8.5
250	-10.95	9.5
250	-10.5	9.95
250	-10.05	9.5
250	-10.5	9.05
250	-10.95	9.5
251	-11.45	0
251	-11	0.45
251	-10.55	0
251	-11	-0.45
251	-11.45	0
252	-11.45	1
252	-11	1.45
252	-10.55	1
252	-11	0.55
252	-11.45	1
253	-11.45	10
253	-11	10.45
253	-10.55	10
253	-11	9.55
253	-11.45	10
254	-11.45	11
254	-11	11.45
254	-10.55	11
254	-11	10.55
254	-11.45	11
255	-11.45	12
255	-11	12.45
255	-10.55	12
255	-11	11.55
255	-11.45	12
256	-11.45	13
256	-11	13.45
256	-10.55	13
256	-11	12.55
256	-11.45	13
257	-11.45	14
257	-11	14.45
257	-10.55	14
257	-11	13.55
257	-11.45	14
258	-11.45	15
258	-11	15.45
258	-10.55	15
258	-11	14.55
258	-11.45	15
259	-11.45	16
259	-11	16.45
259	-10.55	16
259	-11	15.55
259	-11.45	16
260	-11.45	17
260	-11	17.45
260	-10.55	17
260	-11	16.55
260	-11.45	17
261	-11.45	18
261	-11	18.45
261	-10.55	18
261	-11	17.55
261	-11.45	18
262	-11.45	19
262	-11	19.45
262	-10.55	19
262	-11	18.55
262	-11.45	19
263	-11.45	2
263	-11	2.45
263	-10.55	2
263	-11	1.55
263	-11.45	2
264	-11.45	20
264	-11	20.45
264	-10.55	20
264	-11	19.55
264	-11.45	20
265	-11.45	21
265	-11	21.45
265	-10.55	21
265	-11	20.55
265	-11.45	21
266	-11.45	22
266	-11	22.45
266	-10.55	22
266	-11	21.55
266	-11.45	22
267	-11.45	23
267	-11	23.45
267	-10.55	23
267	-11	22.55
267	-11.45	23
268	-11.45	24
268	-11	24.45
268	-10.55	24
268	-11	23.55
268	-11.45	24
269	-11.45	25
269	-11	25.45
269	-10.55	25
269	-11	24.55
269	-11.45	25
270	-11.45	26
270	-11	26.45
270	-10.55	26
270	-11	25.55
270	-11.45	26
271	-11.45	27
271	-11	27.45
271	-10.55	27
271	-11	26.55
271	-11.45	27
272	-11.45	28
272	-11	28.45
272	-10.55	28
272	-11	27.55
272	-11.45	28
273	-11.45	29
273	-11	29.45
273	-10.55	29
273	-11	28.55
273	-11.45	29
274	-11.45	3
274	-11	3.45
274	-10.55	3
274	-11	2.55
274	-11.45	3
275	-11.45	30
275	-11	30.45
275	-10.55	30
275	-11	29.55
275	-11.45	30
276	-11.45	31
276	-11	31.45
276	-10.55	31
276	-11	30.55
276	-11.45	31
277	-11.45	32
277	-11	32.45
277	-10.55	32
277	-11	31.55
277	-11.45	32
